title,author,poem
마오리 항이 디너쇼,김윤자,"주인이 바뀐 땅에서
그래도 쫓겨나지 않은 원어민 마오리족
뉴질랜드의 한 영토를 소유하며
로토루아의 호텔 찬란한 무대에서
살기 위해 길들여진 생의 유희로
외객의 눈시울을 적신다.
포로로 잡히면 혀를 잘렸음에
나는 한번도 잡힌 적이 없다는 힘의 과시로
긴 혀를 쑥쑥 내미는 남자
식물의 줄기로 짠 치마를 두르고
손가락 마디마다 잔물결을 일으키며
섬세한 춤을 추는 여자
흙 속에 고기를 묻고
열기로 익히는 마오리족 특유의 요리
항이, 간기 없는 음식이
우리 입맛에는 맞지 않지만 최상의 대접이다.
인간의 향기는 언어가 통하지 않아도 교류되어
키오라, 반갑습니다 인사말 하나면
눈과 눈으로 사랑이 여문다.

시와 글사랑 2007년 6월호"
갠지스 강가에서 -1,민 병련,"빈 배 가득히 무엇을 싫었을까.
서로서로 무슨 이야기를 나눌까.

 
산자와 망자의
현란했던 옷들은
강가로 내려갈 채비를 한다

 
 벗어버리는 것이 편안해지면
누더기 옷도 불편해질지 몰라.

 
가는 곳은 알겠는데
가는 길을 몰라서 헤매는
너와 나는 어디에.

 
잘게 조각난 햇살도
초점 없이 바라보는 눈빛을 거부한다."
이제야 초가을 아름다움의 기억들이 기록한  꿈으로 가는 길,정세일,"이제야 초가을 아름다움의 기억들이 기록한
꿈으로 가는 길
살며시  빛나는 고요함의 눈물 속에는
작은 메모지에  
빗소리로 찾아온
깔끔하고 세미하게 한곳에 모여있는
처음 나뭇잎의 그림
하나의 하얀 색으로 그려놓은
달빛과 노을의 꿈이 가져오는 
저녁 하늘에는
강물의 하얀 기다림이 있고
성급하게 바람이 불어
노래의 골목길로 달려오는
초록색 시간만이 
이제 아름다움의 깊이에 이르고 있습니다
고른 숨소리로 찾아낸
애태움의 처음 페이지에 실린
단풍잎 헌책들
서로의 색이 
노을의 처음 페이지에 가면 
쉼표도 없는 나무 의자
안개꽃이 피아노로 들려주는 
당신의 숲이라는 
봄과 동행하는 이슬비의 시작에서 알게 됩니다.
강물의 기억을 되살린
보라색의 골목길
노을이라는 바람과 숲의 연주를 
노란색 두 마음이   
나비의 분홍빛 마음으로 달려와
천 번의 소리로 새겨지는
꽃들의 심장 소리
어느 날 노란색의 하얀 볼이 살며시 
그 붉어짐이
찬란함을 빗어낸 
은근함 속에 별빛이 되기까지
향기의 언덕이 
기다려야 하는 
아름다움의 시간 속으로 보낸
숲의 그리움은 꿈의 기다림을 알려옵니다."
11월은,김덕성,"가을은 녹일 듯이
살랑살랑 대며 다가와
상냥하게 스쳐가는 가을바람이
닫혔던 마음을 열어준다

높고 푸르른 가을 하늘
감탄이 절로 나오는 천고마비의 계절
맛있게 익은 군침 도는 과실들
산야에 펼쳐진 오곡백과

손길 닿고 눈길 가는 곳마다
풍요로 오는 행복으로
기쁨의 극지를 이룬 계절

아직 낙엽은 떠나지 않았는데
입동이 지나더니 추운 영하의 날씨
겨울에게 미소 짓는 가을

이리 아쉽게 떠나려나."
그렇게 그렇게,박인걸,"구름은 아무렇게나 흐르는 것 같아도
반드시 흘러가는 길이 있고
바람은 이리저리 돌고 돌아다녀도
할 일 없이 떠돌지 않는다.
이 세상에 목적 없이 존재하는 물체와
방향 없이 살아가는 생명체는 없다.
나뭇잎이 몽땅 떨어져
차바퀴에 치여 뒹굴어도
치열하게 한해를 살아온 색깔은
바닥에서도 황금빛으로 빛난다.
누군가는 삶을 허무하다 말했고
어떤 이는 인생을 번뇌와 고통을 보았으며
내일을 예측할 수 없는
불확실한 존재로 보았지만
한번 살다가는 삶은 분명 신의 선물이다.
때로는 고통이 가슴을 찌르고
불공평한 세상을 원망해도
보이지 않는 신의 희안한 손길이
아주 세심하게 피조물을 모듬는다.
가을이 일시에 무너지는 시간에
그분은 겨울로 우리를 단련하려 하신다.
삶에대해 아무것도 생각하지 말고
어리석은 질문으로 우둔함을 드러내지 말라.
어디론가 흘러가는 물처럼
피었다가 지는 꽃처럼
내년에 다시 피는 잎처럼
그렇게 그렇게 그리고 그렇게 
2023.11.13"
사랑하세요,이영지,"그래요 
사랑해요 그대로 초록물결 일러엉 일렁일렁 
날 사랑 하시나요 당신  날  자꾸자꾸 묻는날
 
꽃눈이 
꽃나무에 
햇살이 담뿍담뿍 내리는 날이에요 
꽃 향에 정말이지 사랑이 묻어나느라 
뿌려대며 내린 날 

정말로
사랑해요 
꽃불로 화안하게 
꽃불을 들이대고 꽃 입술 들이 대고 사랑이 일어나느라 
눈 감기며 내린 날"
신부,이영지,"꽃망울 망울망울 부풀어 그 내음에 눈감아 버릴 밖에 기도로 들이대는 이 길에 꽃길 트이는 구름기둥 보이면

내  입술에는 꽃 방울 떨어지고 혀 밑에 꿀과 젖이 흐르고 향 내음이 신부야 잠근 동산이요 우물이요 봉한 샘

폭풍아 가거라 남풍아 오너라 너울 속 네 눈에는 비둘기 눈이 되어 네 이는, 목욕장 털 깎인 암양 쌍태 낳은 양 

네 입술 어여쁘고 네 뺨은 석류 한 쪽 네 유방 백합화야 사랑이 돋아나와 쌍태의 노루새끼 같아 날 기울면 그리로 

신부야 이리와라 내 누이 내 눈으로 한 번 더 구슬꿰미 꿰 올려 아롱다롱 포도주 향 품보다도 단 꿀 흘러 그러매 
아가서 1135"
그렇게 꿈으로 가는 길  아침햇살은 노래의 날개를 입고,정세일,"산까치의 아름다움이라는 계절
꽃들의 빗소리가 숲의 중심이 되어
그림과 시간을
자유롭게 한 장씩 오가는 마음의 시간
비밀의 방이 있고
고요함의 기록을 열어보면
봄의 방앗간과
초록색 여치들이
노란 방앗간에서
푸른색의 책을 서로의 눈빛으로 
곱게 찧어내는 
아름다움과 느낌이 읽어주는
꽃잎의 한 소절
노래의 의미로 만들어지는
노란 껍질을 벗겨낸
하얀 속삭임의 봄을 만들고 그리움을 기다립니다.
아름다움의 우체통에 넣어둔
나뭇잎의 푸른 시간
한 장씩 높게 낮게 쌓아둠은
마음의 속삭임이
어느 날 다른 문을 열어
고움의 의미를 꺼내면
하얀 바람이 만들어 놓은 
종달새의 아침 속에
분홍색 꽃들이
이슬비를 숲처럼 가져오는 하나의 그림이
강물의 물감으로 그려지게 됩니다.
그렇게 꿈으로 가는 길 
아침햇살은 노래의 날개를 입고
푸른 숲으로 날아가 
다시 여름이 될 수 있는
자신의 애태움을 태우고
하나 남은 
나뭇잎 열정과 빗소리에  
가을과 겨울이 떨어지도록  
풀잎 편지를 보내 소낙비를 마음을 기다립니다.
그렇게 숲은 아름다움이 되도록 
봄과 여름의 숲속에 
소낙비 울림을 감동의 느낌 아래 가져옵니다."
단풍은 붉다,김용화,"그대와 단둘이 얼굴 붉히며 가을 빗속을 
걸어가다가 
단풍잎처럼 포개져 함께 죽어도 좋으리"
그대여  /  남시호,남시호,"삶의 비가 오는데
구슬피 마구 오는데
그대 모습에는
어린 해가 떠오르네

어둠이 곧장 불어
주위가 고단한데도
그대 그대 얼굴에
햇님이 발그레 피어오르오
 
어려운 천사의 라
좋소 참 좋소 그대여"
징검다리,靑山 손병흥,"개울이나 물이 흐르는 곳에다가
돌덩이와 흙더미를 드문드문 놓아

그것을 디디고 물을 건널 수 있게끔한
듬성듬성 돌들을 놓은 시골 정겨운 모습

무척 정감이 가는 임시방편의 교량
쉽게 건너 다닐 수 있는 생활 속 지혜

작은 시냇물이 흐르는 소리 들어가며
냇가에서 물놀이로 쉬어갈 수 있는 곳

가장 가까운 여울목에 놓여있던 풍경이자
태풍이나 홍수 때 쉼게 쓸려가버리는 다리"
재난의 시작,성백군,"잘 사는 동네 주택가에는
과실수가 많다. 오렌지, 감, 사과
노랑, 빨강, 먹거리들이
담장 넘어 길가 쪽으로 주렁주렁 달려서
지나가는 나그네 입맛을 돋운다

팔만 뻗으면 손안에 들어오는 과일
한 광주리는 될 것 같은데
아무도 따는 이 없으니 나도 못 딴다
대신에
길가에 떨어진 낙과 서넛 주워 보는데
거기에는 이미 임자개미가 따로 있다

만물의 영장이라는 사람 삶이
뭐 저래
이양 버릴 것이면, 이웃을 생각해서
비닐봉지에라도 몇 담아 담장 밖에 걸어 두면
사람 좋다라는 인사라도 들을 텐데

 잘 살수록
부자는 저만 알고
가난한 자는 남만 탓하니
저러다간, 인심이 점점 고약해져
사랑 많은 하나님의 긍휼도 돌아앉으시겠다

   1261"
낙엽 화장장,성백군,"바람도 없는데
초겨울이라
길거리에는 낙엽이 수북이 쌓입니다

냄새도 없고
피 한 방울 흘린 자국도 없지만
그래도 낙엽은 시체니
애달프고 썰렁합니다

청소부 아저씨
주검을 꾹꾹 눌러 포대에 쓸어 담아
길모퉁이 쓰레기 소각장에 비워놓고
불을 지릅니다

메케한 연기
냄새보다는 눈이 아픕니다
보지 말라는 것일까
그를수록 더욱 보고 싶어지는 게 인지상정

내년 봄에
예쁜 새싹으로 부활하려면
이생의 흔적은 깨끗이 지워야 한다고
부젓가락이 연신 불 속을 들락거리는
연말, 이
한 해를 돌아보며 새해를 다짐하게 합니다
 
    1260"
어떤 환영식,성백군,"덥고 습하고
견디다 못 해
숲속 그늘 밑으로 든다

이런 날일수록
바람 한 점 없고
윙윙거리는 모기떼, 살판났다

싫은데
한사코 달라붙는 저 심보
내가 좋아서가 아니라
내 피가 그리워서 일게다

조심해라
분에 넘치는 대우나
성가시도록 지나친 환영에는
꼭, 손재수가 따른다.

   1259"
어머니의 의자,이재봉,"어머니가 남기고 간  
노란 의자에 앉아 머리를 감고 있는데 
어머니가 날 부르신다  

애야, 눈 꼭 감거라 
눈에 비눗물 들어가면 눈이 맵다 하시며 
이마에 흐르는 비눗물을 옷소매로 닦아주신다

어머니 어머니 
매운 눈 사이로 비눗물만
뚝 뚝 떨어진다"
어머니의 의자,이재봉,"어머니가 남기고 간  
노란 의자에 앉아 머리를 감고 있는데 
어머니가 날 부르신다  

애야, 눈 꼭 감거라 
눈에 비눗물 들어가면 눈이 맵다 하시며 
이마에 흐르는 비눗물을 옷소매로 닦아주신다

어머니 어머니 
매운 눈 사이로 비눗물만
뚝 뚝 떨어진다"
아무도 알 수 없는 고요함의 마음이라는  까다로운 외로움의 모퉁이,정세일,"아무도 알 수 없는 고요함의 마음이라는 
까다로운 외로움의 모퉁이
그리 별빛도 그 빛을 잃어버리지 않도록
마음을 더하여
빛남의 시작 안에 도착하면
노래의 골목마다
가로등을 다시 밝히고 
반달의 그려놓은 금빛 찬란함에
그 설렘이 떨리지 않도록 
고요함의 느낌을 
기다림의 설계도 안에 정밀하게
노을로 물들인
진흙으로 이겨
순서도 없이 만들어 놓은 꿈의 기다림
언제나 아름다움의 풍경에
하나의 꿈과 강물이 되어 흘러와
숲의 느낌을 만져주는
초록색의 한 장이  
은빛 찬란한 그림자로 기다린
아름다움의 한 페이지
나뭇잎 한 장이 꺼낸
가을의 하얀 숨소리는 
별빛을 한 모금 마시면
아름다움의 깊이 안에
어제의 잃어버린 시간을
하얀 숲속의 나비들이 파란 꿈으로 찾아냅니다.
그래서 처음 봄이 애태운
바람의 마음으로 초록색 눈빛을 
기억할 수 있도록
노란 색종이가 별빛 하나를 꺼내
가로와 세로를 
정교하게 기어로 조립하면
마음이 느린 이슬비로 피어나는 순간들은
꽃들의 선반에 
안개꽃의 한 장면을 
곱게 봄으로 깎아
노래의 오랜 기다림이 있는  
처음이라는 고결함은
숲속 의자에 있는 별빛 음악회가 됩니다."
이유/ 김용호,김용호,"나는 되도록 이면
쉬운 부탁은 물론 힘이 들고 어렵더라도
당신의 부탁을 근실히 잘 들어주겠습니다.

이유
그건 당신이 그것을 원한다는 것을
너무나 잘 알기 때문입니다.
결과는 참 정직하게 행복으로 쌓일 겁니다."
달,윤인환,"홍시 하나
툭 떨어진 날에도
그대는 웃으며 떠 있고

한밤을 
서성이던 나는
그대를 쳐다만 보고

서러운 내 사랑"
단풍의 마음,이남일,"가을이 오면 마음도 바뀌는지
단풍은 그 붉은 입술로 
사랑해서 아름답다는 말 대신
눈부신 빛깔로 물이 든다.

때가 되면 철이 드는지
단풍은 가보지 않은 길을 돌아
남은 시간들을 내려놓고
환한 미소로 꿈을 닫는다.

이루지 못한 꿈이어도
단풍은 슬픔의 흔적은 아니라는 듯
지난날을 돌아볼 새도 없이  
고운 얼굴로 붉게 불탄다."
소나무의 가을,오보영,"오  보  영

 
나는 나일뿐이다

소나무는 소나무다울 때
가장 아름답다는 걸

잘 알고 있는 
난

옆에 있는 나무들이 
비록

울긋불긋 단풍으로 
변색을 하고는

뜨내기 철새들을 
유혹하다가

낙엽 되어 땅위를 구르곤 하지만

태생이 소나무인 
나는 
전혀 요동치 않고

변함없는 푸른 솔잎 
품어 안고서
한결같은 솔향기 
뿜어내면서

푸른 숲 굳건히 지키고 있단다

오고가는 철새들에
연연하지 않고..
스쳐가는 바람결에
흔들리지 않고..

오로지 숲을 위하여

숲이 숲으로 온전히
보존될 수 있도록

소나무의 품격 지켜가면서

나의 나됨으로 
굿굿이 

살아가고 있단다"
사랑 일어나,이영지,"자꾸만 
생각나서
밤이나
낮이나다

하늘이 
노오랗고
그럴땐
아파보자

하루쯤
딩글딩글글
그러자

그러다
일어나자
그래애
일어서자

숨쉬어
쉬어보라고
살아있는
그대요"
아름다움의 순간들 꿈이 깨어 있어야 보이는  마음의 거울 속,정세일,"어느새 가을의 하나둘 떨어지는 빗소리
싸리꽃의 마음에
별빛을 담아 그리움이 채워지는
노래의 마음이라는 
작은 음표 안에 숨어있는 잔잔함
하얀 안개의 호흡이 있어.
아지랑이 숲속에 생기를 불어넣고 있는
안개꽃의 저녁과 기다림
나뭇잎들이 춤추고 싶어 하는
고요함의 느낌표는 
바람이 오면 물결이 되고
처음으로 보내온
순수의 가을편지는
단풍잎이 노란 잉크로
별들처럼 마음을 빼앗김이라는
때론 수줍은 고백으로 알려오는
아름다움의 순결함은
꽃들이 기다림과 
봄을 개어 이슬비 숲을 
빗소리의 모남을 다시 곱게 펴내는 일입니다
아름다움의 눈물이 더해지면 
노란 아침은 거미줄을 가져와
하얀 뜨개질로
강물의 겉옷을 만들고 
고요함의 언덕은 
이미 별빛으로 만들어진 오랜 느낌으로
따듯함과 깊음의
초록색 다정함을 옷깃을 입은 
파란 이끼들은
풀잎 휘파람이 만들어 놓은   
여울의 노란 노을은 그 흐름이 깊어집니다.
아름다움의 순간들
꿈이 깨어 있어야 보이는 
마음의 거울 속
부지런한 물거미들이 가져오는 
이미 저물고 있는
겨울의 노을 망대
이제 푸른 갈대는 네모난 그물을 하나둘 던져 
동그랗게 숨어있는 하얀 눈송이를 건져냅니다."
사랑의 불 밝히니,김덕성,"내일의 희망을 꿈꾸며
고되고 힘들었던 나그네 길에서
가슴 울리는 진동소리 들으며
웃음으로 살아 온 인생길

가슴에 뜨거운 사랑으로
미래를 바라는 소망을 품고

인생여정에 행복이 오고

시간의 흐름 속에서
가을의 아름다운 풍광도 잠들고
사랑의 불을 밝히니
인생의 고독이 떠나가고

추억의 그림자를 품으며
가슴의 무게로 사랑의 불 밝히니
맑은 영혼이 미소 짓고
갈바람에 휘날리는 허연 억새
사랑 꽃 피는 행복으로"
사랑버릇,이영지,"사랑
늘 
하늘에서 뜨길레 
불꽃뭉치
뜨길레 하늘에게 닥아가 불꽃덩이
온 몸을 
팡파아파팡 
하늘빛이 
뜨길레"
교통사고 트라우마,최남균,
유혈목이,최남균,
차를 마시며 / 류인순,류인순,"까닭 없이 외로울 때
생각나는 사람이 있다
 
마음속에 담으면
한 잔의 차가 되는 사람
 
닿을 듯 닿지 않는
그대와 나 사이

먼 훗날 그날엔
우리 만날 수 있을까.

 

 

 

."
"•달, 별에 관한 시 모음",김용화,"꼬마 시인

 
엄마 달님이가 자꾸 나를 쳐다봐
괜찮아, 우리 애기 예뻐서 그래

엄마 달님이가 나를 따라와
괜찮아, 우리 애기 함께 놀자고 그래

엄마 달님이가 물에 빠지려고 해
울지 마, 달님이는 옷이 젖지 않아

세 살짜리 꼬마가 
엄마 등에 업혀 소래포구를 건너간다

 
불두화 피는 밤         

 
워낭 소리 무심히 
빈 뜰을 
채우는 밤

몽실몽실 
달 아래 
불두화 벙그는 소리

외양간 소가 
귀 열고 
가만 
눈 감으시다

 
달항아리

 
그대 떠나고 빈 마을 달이 올랐다

비움으로 
가득 찬 

백자 달항아리  

 
 시인에게

 
이 밤사 청잣빛 그리움에
알알하게 취해
고전의 숲을 걸이 나오며 옷고름 고쳐 매는
그대, 왜철쭉 같은 너를 만나
달빛에 얼굴 그슬리도록
저 달
바라보고 싶네

 
밤

 
별, 달, 물, 풀, 산, 들, 꽃

그리고

너와
나

 
개밥바라기별

 
개장수 줄에 묶여 
끄을려가던 
복실이 

울음빛 노을 속에 
산모롱이 
돌아갈 때 

찬찬히 
뒤따르던 

개밥바라기별

 
 마중 2 

 
한없는 들길
등불 하나 
간다

말밖재구레뜰찬물내회다리 
지나

별과 별 사이 
작은 별도 
함께 간다

개구리울음 
저 건너
아버지 
먼 기침 소리
  

아무도 모르리

 
지상의 사람들은 아무도 모르리 
70년대가 막 저물어가던 무교동이나 청진동 낚지골목 어디쯤
통금 사이렌 고막을 찢고 탐조등 불빛 긴 혓바닥 날름거리며 
도심 한복판을 샅샅이 핥아내던 후미진 골목
페인트칠 희미한 긴 등받이 의자에 비스듬히 기대앉아
우리 둘은 온몸이 달아 입술과 입술이 젖은 풀잎처럼 포개져
밤을 밝히고 있었다는 이 엄연한 사실만큼은 
지상의 사람들은 아무도 모르리 
다만, 밤을 새워 반짝이며 어깨를 토닥여 주던 저 별들밖에는

 
별에게 묻는다

 
철 따라 꽃 피고 새가 울고 
밤 되면 초록별 돋는 
아름다운 행성에 찾아와 
너를 만나 사랑하고 
사랑하면 사랑할수록 태양은 뜨겁게 타오르고
밤하늘엔 반짝이는 별들로 
가득 찼었지
사랑하는 사람아, 
해는 중천에서 비낀 지 오오래
삼길포의 하늘은 붉게 타는데 
너와 나는 
어느 하늘 찾아가는 가엾은 새냐 

 
금성일식

 
두꺼운 구름 커튼 열고 살구빛 태양이
살짝, 수지운 얼굴 내밀었다 
구름 빛 차차 엷어지며 
햇살이 부챗살처럼 퍼져나가자 
살구빛 얼굴이 
진한 감빛으로 한껏 달아올랐다
2012년 6월 6일,  
좁쌀만한 점으로 나타난 금성이 태양의 흑점 사이를 뚫고 
가슴 한복판을 어루만지며 지나갔다
07시 9분 38초부터
13시 49분 35초까지 
 하늘과 땅, 온 우주가 숨죽이는
아 고요하여라 
황홀하게도 슬픈, 슬프게도 황홀한 
세기의 만남, 그 순간을, 
굵은 땀방울 뚝, 뚝, 떨어뜨리며 
달궈진 태양의 몸은 활활 타오르고 있었다
얼마나 긴 세월 기다렸을까 
이토록 짧은 만남을 위해, 
산길 들길 먼 하늘길 에돌아 105년 뒤 다시 찾아오마고 
머리맡에 달랑, 
쪽지 한 장 써 놓고 
또다시 먼 길 떠나버린 바람둥이, 떠돌이별"
오동도,문재학,"소산문 재학

 한려해상공원에 빛나는
그 이름도 정겨운
여수시 오동도

 청명한 가을하늘 아래
변함없는
고운 자태의 빛을 뿌리고 있었다.

 최대의 군락지를 자랑하는
울창한 동백꽃 숲속 길에
금빛 햇살이 흘러들고
오묘한 신비감은
발걸음을 가볍게 했다.

 터질 듯 부풀어 시선을 달구는
아름다운 꽃망울들은
개화의 붉은 꿈이 영글고
갯바위의 기암 절경들은
천만년의 숨결이 녹아 있었다."
겨울 시작,백원기,"무더위 지나고
가을인가 싶더니
어느새 찬바람 일어
쌀쌀한 겨울이네

하릴없어
누워만 있더니
개선장군처럼 들어선
당당한 입동

웃음소리 들리지 않고
냉기로 가득 찬
온기 없는 세상
겨울 지나 봄 오려면
아직도 멀기만 한데..."
처음 찬란함을 애태움과  꽃으로 기다리는 봄,정세일,"처음 찬란함을 애태움과 
꽃으로 기다리는 봄
알 수 없는 자신의 마음에 알려주어야 하는
바람이 가져온 
오월의 장미라는 
붉은 떨림과 소리의 늪에 한없이 빠진 
이슬비 봄날은
살며시 바라봄이라는
별빛 눈물 속에 새로운 꽃을 피웁니다
그것은 붉은 숲의 한 송이
나비들의 마음에 심어놓은
한가로움과
그림 속에 있는 나약함
빗소리에 들려주고 싶은 
꽃으로 가는 생각의 
이렇게 아름다움이 깊어진 뒤안길
그렇게 샘물이라는 느낌 안에 
무언가 말하고 싶어
숲이 되어 기다리는 
장미꽃의 떨림이 
봄의 눈물 속에 보이는 강물의 기억을 찾아냅니다
찬란함만이 알 수 있는
별빛으로 순간의
벌어진 틈새를 메꾸어 놓은 
아카시아 정원이 가져오는
푸른 물결의 메아리
이제 아름다움의 성벽이
달빛의 언저리까지 쌓아둔 고운 앨범은 
은빛 모래의 눈물에
마음이 푸르도록 시린 
강물이 걸어가는
네모난 액자를 
푸른 갯벌의 시간에 하얀 그림으로 걸어둡니다.
누구나 기다리는 마음이 통로
깊이 숨어있는 천년의 아름다움이 
하나둘 피어나는
싸리꽃의 흐드러짐은
천만 개의 꽃의 향기로 
달빛에 담아 반달의 저녁 기다림을 만듭니다"
단풍 들다,목필균,"돌아보니 

붉게 물든 단풍처럼 

사랑에 열정적일 때가 있었을까

 

잠들기 전 귀뚜라미 속살거리듯

귓가에 맴돌 다정한 목소리로

눈을 감아도 기억될 친절한 손길로

진심을 다 하였을까

 

아쉬움만 가득 남긴 그 사랑

어디로 사라졌을까

 

찬바람이 옷자락 속으로 들어오는데

쓸려가는 낙엽이 떠나가는 곳

그냥 그렇게 바라만 보았는데

 

누군가 틀어놓은 옛 노래

가을엔 편지를 쓰겠어요

사랑, 그 마음에게 보낸다"
무궁화 꽃은 피었습니까,신형식,"벽을 붙들고
두 눈 꼭 감고
반드시 찾고야 말겠다는 그 주문에
세상은 꼭꼭,
아주 꼭꼭 숨어버리고

골목마다
일만 년 전 신석기의 빗살무늬 토기보다
더 복잡한 구조로 탁본되고 있던
앙상한 덩굴손의 흔적들,
문제가 어려울 뿐이지
답은 절대로 어렵지 않다고
알고리즘을 풀어내겠다던 우정은
손에 손 잡고 추억으로 남아

벽에 귀를 대고
가슴 콩콩대며 엿듣던 세상 저편
그토록 나를 불렀던 노을을 향해
담쟁이 손으로 내비게이션을 켠다

무궁화  꽃은  피었습니까"
댑싸리 단풍,靑山 손병흥,"단풍 못지않은 댑싸리 색깔
온 산하 울긋불긋하게 물들인

겸허와 청조의 꽃말을 간직한
명아주과에 속하는 1년생 화초

여름철엔 녹색 가을철엔 붉은색
주로 들판에서 잘 자라나는 식물

봄철에 씨앗 파종해 가을느낌주는
잎과 가지까지도 붉게 물드는 모습

 

   

     
   

        
       

      
   ,"
사랑투정,이영지,"사랑은 욕싴쟁이
자기만 사랑하라 명령을 내리는 날
고개를 그리돌려
낮가고 밤이가고도 모자라서 꿈에도

사랑만  쳐다보며 웃음을 방긋방긋
손으로 하트그려 무릎을 구부리며
온몸이 웃어주어야 겨우겨우 답하는

사랑은 욕심쟁이 자기만 위하라며
한밤중 두손모아 오오오 사랑해요
 
한 밤이 하얀 밤으로 소복소복 내리는"
막연한 기다림,목필균,"우수수 낙엽 지고 

빈 가지에 걸린 하늘이 맑으네

 

소식이 뜸한 친구에게

카톡으로 안부를 물어나 볼까

 

겨울도 오기 전부터

으스스 한기가 들어온다

 

나이 들수록 떨어져 나가는 사람들

조급함으로 불안해져도 기다려야지

도 그 끝에 꽃이 필 거야

 

소소한 즐거움에 웃고, 춤췄던 일이

어느 날 금지된 것처럼 사라지고 

꺾인 무릎처럼 우울해지겠지만

 

기다리다 보면 다시 회귀되는 온기들이

누워버린 육신을 일으켜 세워 줄 거야

 

긴 기다림을 위로한다, 혼잣말로"
작은 수첩,목필균,"언젠가 적어둔 전화번호는 어디 있을까

잠들기 전 문득 스쳐가는 생각을 잡아둔

낡은 수첩은 어디 있을까

 

글씨는 생각을 따라가다 구불거렸지만

어느 날 기억의 실마리가 풀어낼 때

반짝 떠오른 그 생각을 잡아낼 수 있는 것

 

요즘 핸드폰이 수첩이다

구불거리는 글씨보다 더 빠른 손

 

자판을 두드리며

전화번호, 문득 떠오른 생각, 가고 싶은 여행지

약속 일자, 쉽게 따라 할 수 있는 요리법

 

사실을 기록하는데

생각을 기억하는데

손글씨로도, 자판을 두드리는 손끝도

모두 손으로 기억을 저장한다

 

잊어버리지 않으려고

잃어버리지 않으려고"
가을은,김덕성,"어머니 품안처럼 따스함이 감도는
사랑을 담긴 인생의 를 쓴다

나뭇잎 한 잎
우수수 부는 가을바람에 못 이겨
정 들었던 어미 품을 떠나
길을 나서는 붉은 단풍

넉넉한 푸른 하늘도
시리게 빛나는 햇빛의 광채도
가슴앓이도 싸매주는 갈바람도
어느 하나 다를 바 없이
으로 가을 를 쓴다

새봄에 초록 잎을 피우려
비워주고 아량으로 떠나는 낙엽
사랑의 를 쓰며 떠나는
가을은
가 있는 낭만의 계절인 것을"
이슬비 아침이 오면 별처럼 빛나는  그리움의 말 함과 들음,정세일,"이슬비 아침이 오면 별처럼 빛나는
그리움의 말 함과 들음
가만히 들어보는 외로움의 시간은 
해처럼 고운 눈동자를 가진
아름다움의 그림자를 지나 
먼저 시간 있는 숲속을 마음속에 지우고
별이 되어 멈추어 있는 
안개꽃의 이름으로 
고요함의 느낌을 대문에 달아두고
노래가 가져오는
초록색의 의미 안에
꿈의 중심이 찬란하게 비치고 있음을 알려옵니다.
어느 곳에서나
기다림이라는 이름을 가진
하나의 초대장은
바람과 느낌의 언덕을 달려와
오늘은 종달새의 연극무대가 있는
봄의 마음을 열어
풀잎을 그리고
나무를 곳곳에 세워
처음 한 막이 시작되는 고요함은 
나뭇잎 악기들이 노래를 부르는
처음 숲의 봄이 되는 슬픔은
아련하게도 그리움 안에
이슬비 눈물로 바람의 마음을 초대합니다
그래서 생각하는 시간이 가져온
이렇게 고운 아침  
별들의 날개로 그린 
아름다움과 까다로움
생각의 기둥 안에
오랜 진흙을 네모나게 찍어내면
하나둘 쌓아두고 
별들의 걸어서 오는 노을과
그리움의 중간과 계단 너머 보이는
어머니의 아침 기침 소리를  
마음으로 읽어주는
초록색 나무들의 앞마당이 가까이 보이게 됩니다
어느 곳에서나 감동을 다 한 
산까치가 처마 끝에는 별들이 매달리고"
낙엽,박인걸,"뜨겁게 달아오를 때
나는 막다른 절정을 예감했다.
비정한 한기 휘몰아치던 밤
일제히 무너지는 황홀이여
아직 작은 맥박에 꿈틀거리는
창백한 아파리들의 신음
만국기처럼 휘날리던 보람도
모래언덕처럼 무너져내리는 허무여
붙어있는 동안의 빛나던 영화
버림받는 순간의 비극
차라리 벌레게 갉아 먹힌 운명이
추락보다 더 아름다웠으리
배웅받지 못하는 이별
허공을 배회하다 사라지는 슬픔
낙엽 수북히 쌓인 공원에는
무상의 그림자만 물결친다.
2023.11.7"
가을의 향기 같은 그리움,황남용*NAMNYONG HWANG,"문현 황  남  용
계곡에 내리는
황금빛 노을이
별들의 노래소리에
가을의 풍경을 엮고

강물에 여울진 달빛이
창가에 다가와
겹겹이 쌓인
그리움을 토하며
어둠을 엽니다

가을비 속에
포도송이처럼 익어가는
우리들의 순정과
조약돌 같은 언어들을
그대에게 띄워 보내고

목말랐던 시간들의 언저리엔
들국화꽃 짙은 향기로
그리움을 가득 채우렵니다.

 
순정 우정과 애정의 결합체임"
